id,final_toy_type,assignment_id,goal_condition,social_condition,complete_time_min,browser,os,screen_w,screen_h,condition,ip,language,enjoyment,asses,age,gender,education,comments,trial_type,toy,toy_type,train_attempt_num,action,success,rt,trial_num,why_toy
2,presentation,308Q0PEVB8D999FGXNFBZ69GPO39IM,activation,social,1.77805,Chrome,Windows,1920,1080,social-activation,47.34.130.38,English,Average,Yes,39,Male,Graduated College,No.,presentation,cyl-lever.png,right-lever,1,left-lever,FALSE,3008,4,NA
2,presentation,308Q0PEVB8D999FGXNFBZ69GPO39IM,activation,social,1.77805,Chrome,Windows,1920,1080,social-activation,47.34.130.38,English,Average,Yes,39,Male,Graduated College,No.,presentation,cyl-lever.png,right-lever,2,right-lever,TRUE,1127,5,NA
2,presentation,308Q0PEVB8D999FGXNFBZ69GPO39IM,activation,social,1.77805,Chrome,Windows,1920,1080,social-activation,47.34.130.38,English,Average,Yes,39,Male,Graduated College,No.,presentation,cyl-lever.png,right-lever,3,right-lever,TRUE,997,6,NA
2,presentation,308Q0PEVB8D999FGXNFBZ69GPO39IM,activation,social,1.77805,Chrome,Windows,1920,1080,social-activation,47.34.130.38,English,Average,Yes,39,Male,Graduated College,No.,final_toy_choice,cyl-lever.png,na,na,na,NA,21626,7,i know it will play music if i select right.
3,presentation,308Q0PEVB8D999FGXNFBZ69GPPF9I0,presentation,social,22.832866666666668,Chrome,Linux,1300,731,social-presentation,68.117.91.183,english,Better than average,Yes,38,Male,Some College,,activation,cube-spinner.png,right-spinner,1,left-spinner,FALSE,8279,1,NA
3,presentation,308Q0PEVB8D999FGXNFBZ69GPPF9I0,presentation,social,22.832866666666668,Chrome,Linux,1300,731,social-presentation,68.117.91.183,english,Better than average,Yes,38,Male,Some College,,activation,cube-spinner.png,right-spinner,2,right-spinner,TRUE,4595,2,NA
3,presentation,308Q0PEVB8D999FGXNFBZ69GPPF9I0,presentation,social,22.832866666666668,Chrome,Linux,1300,731,social-presentation,68.117.91.183,english,Better than average,Yes,38,Male,Some College,,activation,cube-spinner.png,right-spinner,3,left-spinner,FALSE,6154,3,NA
3,presentation,308Q0PEVB8D999FGXNFBZ69GPPF9I0,presentation,social,22.832866666666668,Chrome,Linux,1300,731,social-presentation,68.117.91.183,english,Better than average,Yes,38,Male,Some College,,activation,cube-spinner.png,right-spinner,4,right-spinner,TRUE,4945,4,NA
3,presentation,308Q0PEVB8D999FGXNFBZ69GPPF9I0,presentation,social,22.832866666666668,Chrome,Linux,1300,731,social-presentation,68.117.91.183,english,Better than average,Yes,38,Male,Some College,,presentation,cyl-lever.png,right-lever,1,left-lever,FALSE,2655,5,NA
3,presentation,308Q0PEVB8D999FGXNFBZ69GPPF9I0,presentation,social,22.832866666666668,Chrome,Linux,1300,731,social-presentation,68.117.91.183,english,Better than average,Yes,38,Male,Some College,,presentation,cyl-lever.png,right-lever,2,right-lever,TRUE,1840,6,NA
3,presentation,308Q0PEVB8D999FGXNFBZ69GPPF9I0,presentation,social,22.832866666666668,Chrome,Linux,1300,731,social-presentation,68.117.91.183,english,Better than average,Yes,38,Male,Some College,,presentation,cyl-lever.png,right-lever,3,right-lever,TRUE,21415,7,NA
3,presentation,308Q0PEVB8D999FGXNFBZ69GPPF9I0,presentation,social,22.832866666666668,Chrome,Linux,1300,731,social-presentation,68.117.91.183,english,Better than average,Yes,38,Male,Some College,,final_toy_choice,cyl-lever.png,na,na,na,NA,29529,8,i know how it works. 
4,activation,308XBLVESI45Q1XWLUNG445X0LMBR1,learning,social,2.3867,Chrome,Windows,1366,768,social-learning,69.128.35.252,United States,Better than average,Yes,36,Female,Some College,,activation,cube-spinner.png,right-spinner,1,left-spinner,FALSE,6119,1,NA
4,activation,308XBLVESI45Q1XWLUNG445X0LMBR1,learning,social,2.3867,Chrome,Windows,1366,768,social-learning,69.128.35.252,United States,Better than average,Yes,36,Female,Some College,,activation,cube-spinner.png,right-spinner,2,right-spinner,TRUE,3264,2,NA
4,activation,308XBLVESI45Q1XWLUNG445X0LMBR1,learning,social,2.3867,Chrome,Windows,1366,768,social-learning,69.128.35.252,United States,Better than average,Yes,36,Female,Some College,,activation,cube-spinner.png,right-spinner,3,right-spinner,TRUE,2920,3,NA
4,activation,308XBLVESI45Q1XWLUNG445X0LMBR1,learning,social,2.3867,Chrome,Windows,1366,768,social-learning,69.128.35.252,United States,Better than average,Yes,36,Female,Some College,,presentation,cyl-lever.png,right-lever,1,left-lever,FALSE,3247,4,NA
4,activation,308XBLVESI45Q1XWLUNG445X0LMBR1,learning,social,2.3867,Chrome,Windows,1366,768,social-learning,69.128.35.252,United States,Better than average,Yes,36,Female,Some College,,presentation,cyl-lever.png,right-lever,2,right-lever,TRUE,2347,5,NA
4,activation,308XBLVESI45Q1XWLUNG445X0LMBR1,learning,social,2.3867,Chrome,Windows,1366,768,social-learning,69.128.35.252,United States,Better than average,Yes,36,Female,Some College,,presentation,cyl-lever.png,right-lever,3,right-lever,TRUE,3832,6,NA
4,activation,308XBLVESI45Q1XWLUNG445X0LMBR1,learning,social,2.3867,Chrome,Windows,1366,768,social-learning,69.128.35.252,United States,Better than average,Yes,36,Female,Some College,,final_toy_choice,cube-spinner.png,na,na,na,NA,44364,7,because i have already tried it and know that the right makes it make music.
5,activation,30BXRYBRP4XKPAH4KG7IDEGCNC8WH5,no_goal,social,1.4704333333333333,Chrome,Windows,1920,1080,social-no_goal,208.93.129.19,English,Average,Yes,23,Male,Graduated College,,activation,cube-spinner.png,right-spinner,1,left-spinner,FALSE,2821,1,NA
5,activation,30BXRYBRP4XKPAH4KG7IDEGCNC8WH5,no_goal,social,1.4704333333333333,Chrome,Windows,1920,1080,social-no_goal,208.93.129.19,English,Average,Yes,23,Male,Graduated College,,activation,cube-spinner.png,right-spinner,2,right-spinner,TRUE,1961,2,NA
5,activation,30BXRYBRP4XKPAH4KG7IDEGCNC8WH5,no_goal,social,1.4704333333333333,Chrome,Windows,1920,1080,social-no_goal,208.93.129.19,English,Average,Yes,23,Male,Graduated College,,activation,cube-spinner.png,right-spinner,3,right-spinner,TRUE,1257,3,NA
5,activation,30BXRYBRP4XKPAH4KG7IDEGCNC8WH5,no_goal,social,1.4704333333333333,Chrome,Windows,1920,1080,social-no_goal,208.93.129.19,English,Average,Yes,23,Male,Graduated College,,presentation,cyl-lever.png,right-lever,1,left-lever,FALSE,2208,4,NA
5,activation,30BXRYBRP4XKPAH4KG7IDEGCNC8WH5,no_goal,social,1.4704333333333333,Chrome,Windows,1920,1080,social-no_goal,208.93.129.19,English,Average,Yes,23,Male,Graduated College,,presentation,cyl-lever.png,right-lever,2,right-lever,TRUE,3026,5,NA
5,activation,30BXRYBRP4XKPAH4KG7IDEGCNC8WH5,no_goal,social,1.4704333333333333,Chrome,Windows,1920,1080,social-no_goal,208.93.129.19,English,Average,Yes,23,Male,Graduated College,,presentation,cyl-lever.png,right-lever,3,right-lever,TRUE,1115,6,NA
5,activation,30BXRYBRP4XKPAH4KG7IDEGCNC8WH5,no_goal,social,1.4704333333333333,Chrome,Windows,1920,1080,social-no_goal,208.93.129.19,English,Average,Yes,23,Male,Graduated College,,final_toy_choice,cube-spinner.png,na,na,na,NA,13934,7,i know what the outcome will be
6,learning,30JNVC0OR9KF5DLI878CLPYQZBLHQG,no_goal,social,3.4697,Chrome,Windows,1920,1080,social-no_goal,170.10.187.43,english,Better than average,Yes,38,Male,Graduated High School,It was fun!,activation,tri-button.png,left-button,1,right-button,FALSE,6208,1,NA
6,learning,30JNVC0OR9KF5DLI878CLPYQZBLHQG,no_goal,social,3.4697,Chrome,Windows,1920,1080,social-no_goal,170.10.187.43,english,Better than average,Yes,38,Male,Graduated High School,It was fun!,activation,tri-button.png,left-button,2,left-button,TRUE,7148,2,NA
6,learning,30JNVC0OR9KF5DLI878CLPYQZBLHQG,no_goal,social,3.4697,Chrome,Windows,1920,1080,social-no_goal,170.10.187.43,english,Better than average,Yes,38,Male,Graduated High School,It was fun!,activation,tri-button.png,left-button,3,left-button,TRUE,6423,3,NA
6,learning,30JNVC0OR9KF5DLI878CLPYQZBLHQG,no_goal,social,3.4697,Chrome,Windows,1920,1080,social-no_goal,170.10.187.43,english,Better than average,Yes,38,Male,Graduated High School,It was fun!,presentation,cyl-lever.png,left-lever,1,right-lever,FALSE,2982,4,NA
6,learning,30JNVC0OR9KF5DLI878CLPYQZBLHQG,no_goal,social,3.4697,Chrome,Windows,1920,1080,social-no_goal,170.10.187.43,english,Better than average,Yes,38,Male,Graduated High School,It was fun!,presentation,cyl-lever.png,left-lever,2,left-lever,TRUE,3179,5,NA
6,learning,30JNVC0OR9KF5DLI878CLPYQZBLHQG,no_goal,social,3.4697,Chrome,Windows,1920,1080,social-no_goal,170.10.187.43,english,Better than average,Yes,38,Male,Graduated High School,It was fun!,presentation,cyl-lever.png,left-lever,3,left-lever,TRUE,1730,6,NA
6,learning,30JNVC0OR9KF5DLI878CLPYQZBLHQG,no_goal,social,3.4697,Chrome,Windows,1920,1080,social-no_goal,170.10.187.43,english,Better than average,Yes,38,Male,Graduated High School,It was fun!,final_toy_choice,cube-spinner.png,na,na,na,NA,48825,7,it's the only one that i haven't played with yet.
7,activation,30JNVC0OR9KF5DLI878CLPYQZBLQHP,presentation,no_social,2.76515,Firefox,Windows,1366,768,no_social-presentation,2600:1005:b063:3f62:c803:a96a:2f33:ac7,English,Average,Yes,27,Male,Graduated College,,activation,cube-spinner.png,right-spinner,1,left-spinner,FALSE,4940,1,NA
7,activation,30JNVC0OR9KF5DLI878CLPYQZBLQHP,presentation,no_social,2.76515,Firefox,Windows,1366,768,no_social-presentation,2600:1005:b063:3f62:c803:a96a:2f33:ac7,English,Average,Yes,27,Male,Graduated College,,activation,cube-spinner.png,right-spinner,2,right-spinner,TRUE,4019,2,NA
7,activation,30JNVC0OR9KF5DLI878CLPYQZBLQHP,presentation,no_social,2.76515,Firefox,Windows,1366,768,no_social-presentation,2600:1005:b063:3f62:c803:a96a:2f33:ac7,English,Average,Yes,27,Male,Graduated College,,activation,cube-spinner.png,right-spinner,3,right-spinner,TRUE,2500,3,NA
7,activation,30JNVC0OR9KF5DLI878CLPYQZBLQHP,presentation,no_social,2.76515,Firefox,Windows,1366,768,no_social-presentation,2600:1005:b063:3f62:c803:a96a:2f33:ac7,English,Average,Yes,27,Male,Graduated College,,presentation,tri-button.png,right-button,1,left-button,FALSE,2292,4,NA
7,activation,30JNVC0OR9KF5DLI878CLPYQZBLQHP,presentation,no_social,2.76515,Firefox,Windows,1366,768,no_social-presentation,2600:1005:b063:3f62:c803:a96a:2f33:ac7,English,Average,Yes,27,Male,Graduated College,,presentation,tri-button.png,right-button,2,right-button,TRUE,4764,5,NA
7,activation,30JNVC0OR9KF5DLI878CLPYQZBLQHP,presentation,no_social,2.76515,Firefox,Windows,1366,768,no_social-presentation,2600:1005:b063:3f62:c803:a96a:2f33:ac7,English,Average,Yes,27,Male,Graduated College,,presentation,tri-button.png,right-button,3,right-button,TRUE,2500,6,NA
7,activation,30JNVC0OR9KF5DLI878CLPYQZBLQHP,presentation,no_social,2.76515,Firefox,Windows,1366,768,no_social-presentation,2600:1005:b063:3f62:c803:a96a:2f33:ac7,English,Average,Yes,27,Male,Graduated College,,final_toy_choice,cube-spinner.png,na,na,na,NA,40897,7,"i chose this toy because either it or the triangle i already knew which side was the musical switch. so, i wanted to pick a toy that i knew 100% of the time would play the music."
8,presentation,30LSNF239UVY9PUHCE0WPJ12JI12IV,learning,social,5.501366666666667,Firefox,Windows,1280,720,social-learning,2601:602:8702:1880:dc9f:be74:6549:5acb,english,Average,Yes,31,Female,Graduated High School,,activation,tri-button.png,right-button,1,left-button,FALSE,2911,1,NA
8,presentation,30LSNF239UVY9PUHCE0WPJ12JI12IV,learning,social,5.501366666666667,Firefox,Windows,1280,720,social-learning,2601:602:8702:1880:dc9f:be74:6549:5acb,english,Average,Yes,31,Female,Graduated High School,,activation,tri-button.png,right-button,2,right-button,TRUE,26468,2,NA
8,presentation,30LSNF239UVY9PUHCE0WPJ12JI12IV,learning,social,5.501366666666667,Firefox,Windows,1280,720,social-learning,2601:602:8702:1880:dc9f:be74:6549:5acb,english,Average,Yes,31,Female,Graduated High School,,activation,tri-button.png,right-button,3,right-button,TRUE,1982,3,NA
8,presentation,30LSNF239UVY9PUHCE0WPJ12JI12IV,learning,social,5.501366666666667,Firefox,Windows,1280,720,social-learning,2601:602:8702:1880:dc9f:be74:6549:5acb,english,Average,Yes,31,Female,Graduated High School,,presentation,cyl-lever.png,right-lever,1,left-lever,FALSE,1243,4,NA
8,presentation,30LSNF239UVY9PUHCE0WPJ12JI12IV,learning,social,5.501366666666667,Firefox,Windows,1280,720,social-learning,2601:602:8702:1880:dc9f:be74:6549:5acb,english,Average,Yes,31,Female,Graduated High School,,presentation,cyl-lever.png,right-lever,2,right-lever,TRUE,1476,5,NA
8,presentation,30LSNF239UVY9PUHCE0WPJ12JI12IV,learning,social,5.501366666666667,Firefox,Windows,1280,720,social-learning,2601:602:8702:1880:dc9f:be74:6549:5acb,english,Average,Yes,31,Female,Graduated High School,,presentation,cyl-lever.png,right-lever,3,right-lever,TRUE,931,6,NA
8,presentation,30LSNF239UVY9PUHCE0WPJ12JI12IV,learning,social,5.501366666666667,Firefox,Windows,1280,720,social-learning,2601:602:8702:1880:dc9f:be74:6549:5acb,english,Average,Yes,31,Female,Graduated High School,,final_toy_choice,cyl-lever.png,na,na,na,NA,214153,7,easier to pull
9,learning,30MVJZJNHMD54KZMF50BB7OG2309J6,learning,social,3.3448166666666665,Chrome,Windows,1920,1080,social-learning,24.225.125.42,English,Better than average,Yes,41,Male,Graduated College,None.,activation,cube-spinner.png,left-spinner,1,right-spinner,FALSE,6179,1,NA
9,learning,30MVJZJNHMD54KZMF50BB7OG2309J6,learning,social,3.3448166666666665,Chrome,Windows,1920,1080,social-learning,24.225.125.42,English,Better than average,Yes,41,Male,Graduated College,None.,activation,cube-spinner.png,left-spinner,2,left-spinner,TRUE,4236,2,NA
9,learning,30MVJZJNHMD54KZMF50BB7OG2309J6,learning,social,3.3448166666666665,Chrome,Windows,1920,1080,social-learning,24.225.125.42,English,Better than average,Yes,41,Male,Graduated College,None.,activation,cube-spinner.png,left-spinner,3,left-spinner,TRUE,4665,3,NA
9,learning,30MVJZJNHMD54KZMF50BB7OG2309J6,learning,social,3.3448166666666665,Chrome,Windows,1920,1080,social-learning,24.225.125.42,English,Better than average,Yes,41,Male,Graduated College,None.,presentation,tri-button.png,left-button,1,right-button,FALSE,3973,4,NA
9,learning,30MVJZJNHMD54KZMF50BB7OG2309J6,learning,social,3.3448166666666665,Chrome,Windows,1920,1080,social-learning,24.225.125.42,English,Better than average,Yes,41,Male,Graduated College,None.,presentation,tri-button.png,left-button,2,left-button,TRUE,4187,5,NA
9,learning,30MVJZJNHMD54KZMF50BB7OG2309J6,learning,social,3.3448166666666665,Chrome,Windows,1920,1080,social-learning,24.225.125.42,English,Better than average,Yes,41,Male,Graduated College,None.,presentation,tri-button.png,left-button,3,left-button,TRUE,1502,6,NA
9,learning,30MVJZJNHMD54KZMF50BB7OG2309J6,learning,social,3.3448166666666665,Chrome,Windows,1920,1080,social-learning,24.225.125.42,English,Better than average,Yes,41,Male,Graduated College,None.,final_toy_choice,cyl-lever.png,na,na,na,NA,61457,7,"this is the only toy that i haven't tried yet, and i want to figure out how it works so i'll know how all of them work and can get the bonus."
10,activation,30X31N5D63QC86SHU5NPZ3QN44GSA5,learning,no_social,5.322783333333334,Chrome,Windows,1368,912,no_social-learning,216.165.95.140,English,Worse than the Average,Yes,29,Male,Graduated High School,,activation,tri-button.png,right-button,1,left-button,FALSE,2291,1,NA
10,activation,30X31N5D63QC86SHU5NPZ3QN44GSA5,learning,no_social,5.322783333333334,Chrome,Windows,1368,912,no_social-learning,216.165.95.140,English,Worse than the Average,Yes,29,Male,Graduated High School,,activation,tri-button.png,right-button,2,right-button,TRUE,2749,2,NA
10,activation,30X31N5D63QC86SHU5NPZ3QN44GSA5,learning,no_social,5.322783333333334,Chrome,Windows,1368,912,no_social-learning,216.165.95.140,English,Worse than the Average,Yes,29,Male,Graduated High School,,activation,tri-button.png,right-button,3,left-button,FALSE,1732,3,NA
10,activation,30X31N5D63QC86SHU5NPZ3QN44GSA5,learning,no_social,5.322783333333334,Chrome,Windows,1368,912,no_social-learning,216.165.95.140,English,Worse than the Average,Yes,29,Male,Graduated High School,,activation,tri-button.png,right-button,4,right-button,TRUE,1577,4,NA
10,activation,30X31N5D63QC86SHU5NPZ3QN44GSA5,learning,no_social,5.322783333333334,Chrome,Windows,1368,912,no_social-learning,216.165.95.140,English,Worse than the Average,Yes,29,Male,Graduated High School,,presentation,cyl-lever.png,left-lever,1,right-lever,FALSE,1993,5,NA
10,activation,30X31N5D63QC86SHU5NPZ3QN44GSA5,learning,no_social,5.322783333333334,Chrome,Windows,1368,912,no_social-learning,216.165.95.140,English,Worse than the Average,Yes,29,Male,Graduated High School,,presentation,cyl-lever.png,left-lever,2,left-lever,TRUE,2508,6,NA
10,activation,30X31N5D63QC86SHU5NPZ3QN44GSA5,learning,no_social,5.322783333333334,Chrome,Windows,1368,912,no_social-learning,216.165.95.140,English,Worse than the Average,Yes,29,Male,Graduated High School,,presentation,cyl-lever.png,left-lever,3,left-lever,TRUE,8697,7,NA
10,activation,30X31N5D63QC86SHU5NPZ3QN44GSA5,learning,no_social,5.322783333333334,Chrome,Windows,1368,912,no_social-learning,216.165.95.140,English,Worse than the Average,Yes,29,Male,Graduated High School,,final_toy_choice,tri-button.png,na,na,na,NA,23585,8,it is the coolest looking
11,learning,30ZX6P7VF8VU40ENUWLW1KG2WYU2JD,learning,no_social,3.7386833333333334,Chrome,Windows,1366,768,no_social-learning,2601:603:1101:662e:829:615e:5992:c747,English,Better than average,Yes,63,Female,Hold a higher degree,none,activation,cyl-lever.png,right-lever,1,left-lever,FALSE,8587,1,NA
11,learning,30ZX6P7VF8VU40ENUWLW1KG2WYU2JD,learning,no_social,3.7386833333333334,Chrome,Windows,1366,768,no_social-learning,2601:603:1101:662e:829:615e:5992:c747,English,Better than average,Yes,63,Female,Hold a higher degree,none,activation,cyl-lever.png,right-lever,2,right-lever,TRUE,5989,2,NA
11,learning,30ZX6P7VF8VU40ENUWLW1KG2WYU2JD,learning,no_social,3.7386833333333334,Chrome,Windows,1366,768,no_social-learning,2601:603:1101:662e:829:615e:5992:c747,English,Better than average,Yes,63,Female,Hold a higher degree,none,activation,cyl-lever.png,right-lever,3,right-lever,TRUE,8729,3,NA
11,learning,30ZX6P7VF8VU40ENUWLW1KG2WYU2JD,learning,no_social,3.7386833333333334,Chrome,Windows,1366,768,no_social-learning,2601:603:1101:662e:829:615e:5992:c747,English,Better than average,Yes,63,Female,Hold a higher degree,none,presentation,cube-spinner.png,left-spinner,1,right-spinner,FALSE,5462,4,NA
11,learning,30ZX6P7VF8VU40ENUWLW1KG2WYU2JD,learning,no_social,3.7386833333333334,Chrome,Windows,1366,768,no_social-learning,2601:603:1101:662e:829:615e:5992:c747,English,Better than average,Yes,63,Female,Hold a higher degree,none,presentation,cube-spinner.png,left-spinner,2,left-spinner,TRUE,4447,5,NA
11,learning,30ZX6P7VF8VU40ENUWLW1KG2WYU2JD,learning,no_social,3.7386833333333334,Chrome,Windows,1366,768,no_social-learning,2601:603:1101:662e:829:615e:5992:c747,English,Better than average,Yes,63,Female,Hold a higher degree,none,presentation,cube-spinner.png,left-spinner,3,left-spinner,TRUE,6159,6,NA
11,learning,30ZX6P7VF8VU40ENUWLW1KG2WYU2JD,learning,no_social,3.7386833333333334,Chrome,Windows,1366,768,no_social-learning,2601:603:1101:662e:829:615e:5992:c747,English,Better than average,Yes,63,Female,Hold a higher degree,none,final_toy_choice,tri-button.png,na,na,na,NA,35632,7,it was the only one left and it looks intetresting
12,learning,31EUONYN2V3H223MYJXCBLUZSPEVOC,activation,social,9.790983333333333,Chrome,Windows,1098,618,social-activation,50.25.59.23,eng,Better than average,Yes,59,Female,Some College,,activation,cyl-lever.png,left-lever,1,right-lever,FALSE,7349,1,NA
12,learning,31EUONYN2V3H223MYJXCBLUZSPEVOC,activation,social,9.790983333333333,Chrome,Windows,1098,618,social-activation,50.25.59.23,eng,Better than average,Yes,59,Female,Some College,,activation,cyl-lever.png,left-lever,2,left-lever,TRUE,2890,2,NA
12,learning,31EUONYN2V3H223MYJXCBLUZSPEVOC,activation,social,9.790983333333333,Chrome,Windows,1098,618,social-activation,50.25.59.23,eng,Better than average,Yes,59,Female,Some College,,activation,cyl-lever.png,left-lever,3,left-lever,TRUE,3822,3,NA
12,learning,31EUONYN2V3H223MYJXCBLUZSPEVOC,activation,social,9.790983333333333,Chrome,Windows,1098,618,social-activation,50.25.59.23,eng,Better than average,Yes,59,Female,Some College,,presentation,tri-button.png,right-button,1,left-button,FALSE,2911,4,NA
12,learning,31EUONYN2V3H223MYJXCBLUZSPEVOC,activation,social,9.790983333333333,Chrome,Windows,1098,618,social-activation,50.25.59.23,eng,Better than average,Yes,59,Female,Some College,,presentation,tri-button.png,right-button,2,right-button,TRUE,2313,5,NA
12,learning,31EUONYN2V3H223MYJXCBLUZSPEVOC,activation,social,9.790983333333333,Chrome,Windows,1098,618,social-activation,50.25.59.23,eng,Better than average,Yes,59,Female,Some College,,presentation,tri-button.png,right-button,3,right-button,TRUE,4944,6,NA
12,learning,31EUONYN2V3H223MYJXCBLUZSPEVOC,activation,social,9.790983333333333,Chrome,Windows,1098,618,social-activation,50.25.59.23,eng,Better than average,Yes,59,Female,Some College,,final_toy_choice,cube-spinner.png,na,na,na,NA,26804,7,i had not tried that toy yet
13,presentation,31IBVUNM9SZNWPQTZGEMORLL0ONFVA,presentation,social,10.893983333333333,Chrome,Windows,1366,768,social-presentation,2605:6000:5784:3d00:f98c:9361:3e6e:698e,English,Better than average,Yes,23,Male,Some College,,activation,cyl-lever.png,right-lever,1,left-lever,FALSE,10608,1,NA
13,presentation,31IBVUNM9SZNWPQTZGEMORLL0ONFVA,presentation,social,10.893983333333333,Chrome,Windows,1366,768,social-presentation,2605:6000:5784:3d00:f98c:9361:3e6e:698e,English,Better than average,Yes,23,Male,Some College,,activation,cyl-lever.png,right-lever,2,right-lever,TRUE,2922,2,NA
13,presentation,31IBVUNM9SZNWPQTZGEMORLL0ONFVA,presentation,social,10.893983333333333,Chrome,Windows,1366,768,social-presentation,2605:6000:5784:3d00:f98c:9361:3e6e:698e,English,Better than average,Yes,23,Male,Some College,,activation,cyl-lever.png,right-lever,3,right-lever,TRUE,2422,3,NA
13,presentation,31IBVUNM9SZNWPQTZGEMORLL0ONFVA,presentation,social,10.893983333333333,Chrome,Windows,1366,768,social-presentation,2605:6000:5784:3d00:f98c:9361:3e6e:698e,English,Better than average,Yes,23,Male,Some College,,presentation,cube-spinner.png,left-spinner,1,right-spinner,FALSE,2233,4,NA
13,presentation,31IBVUNM9SZNWPQTZGEMORLL0ONFVA,presentation,social,10.893983333333333,Chrome,Windows,1366,768,social-presentation,2605:6000:5784:3d00:f98c:9361:3e6e:698e,English,Better than average,Yes,23,Male,Some College,,presentation,cube-spinner.png,left-spinner,2,left-spinner,TRUE,2409,5,NA
13,presentation,31IBVUNM9SZNWPQTZGEMORLL0ONFVA,presentation,social,10.893983333333333,Chrome,Windows,1366,768,social-presentation,2605:6000:5784:3d00:f98c:9361:3e6e:698e,English,Better than average,Yes,23,Male,Some College,,presentation,cube-spinner.png,left-spinner,3,left-spinner,TRUE,2425,6,NA
13,presentation,31IBVUNM9SZNWPQTZGEMORLL0ONFVA,presentation,social,10.893983333333333,Chrome,Windows,1366,768,social-presentation,2605:6000:5784:3d00:f98c:9361:3e6e:698e,English,Better than average,Yes,23,Male,Some College,,final_toy_choice,cube-spinner.png,na,na,na,NA,60937,7,because it is fun to play with the gears on the red cube. the resulting music from the left gear is delightful.
14,activation,31LM9EDVOLSQTM3GGFJGT8J07S2NJ4,activation,social,3.57855,Chrome,Linux,1366,768,social-activation,2601:100:827f:7cfe:8d05:c764:fd92:b2b9,english,Average,Yes,26,Male,Graduated College,,activation,cyl-lever.png,right-lever,1,left-lever,FALSE,2882,1,NA
14,activation,31LM9EDVOLSQTM3GGFJGT8J07S2NJ4,activation,social,3.57855,Chrome,Linux,1366,768,social-activation,2601:100:827f:7cfe:8d05:c764:fd92:b2b9,english,Average,Yes,26,Male,Graduated College,,activation,cyl-lever.png,right-lever,2,right-lever,TRUE,2715,2,NA
14,activation,31LM9EDVOLSQTM3GGFJGT8J07S2NJ4,activation,social,3.57855,Chrome,Linux,1366,768,social-activation,2601:100:827f:7cfe:8d05:c764:fd92:b2b9,english,Average,Yes,26,Male,Graduated College,,activation,cyl-lever.png,right-lever,3,right-lever,TRUE,2679,3,NA
