id,final_toy_type,assignment_id,goal_condition,social_condition,complete_time_min,browser,os,screen_w,screen_h,condition,ip,language,enjoyment,asses,age,gender,education,comments,trial_type,toy,toy_type,train_attempt_num,action,success,rt,trial_num,why_toy
8,presentation,3WAKVUDHUWGA4HMNC7654D6LGPT7UR,learning,social,9.636616666666667,Chrome,Windows,1920,1080,social-learning,205.185.222.226,english,Average,Yes,52,Female,Some College,,presentation,tri-button.png,left-button,1,right-button,FALSE,1981,5,NA
8,presentation,3WAKVUDHUWGA4HMNC7654D6LGPT7UR,learning,social,9.636616666666667,Chrome,Windows,1920,1080,social-learning,205.185.222.226,english,Average,Yes,52,Female,Some College,,presentation,tri-button.png,left-button,2,left-button,TRUE,3442,6,NA
8,presentation,3WAKVUDHUWGA4HMNC7654D6LGPT7UR,learning,social,9.636616666666667,Chrome,Windows,1920,1080,social-learning,205.185.222.226,english,Average,Yes,52,Female,Some College,,presentation,tri-button.png,left-button,3,right-button,FALSE,5447,7,NA
8,presentation,3WAKVUDHUWGA4HMNC7654D6LGPT7UR,learning,social,9.636616666666667,Chrome,Windows,1920,1080,social-learning,205.185.222.226,english,Average,Yes,52,Female,Some College,,presentation,tri-button.png,left-button,4,left-button,TRUE,1782,8,NA
8,presentation,3WAKVUDHUWGA4HMNC7654D6LGPT7UR,learning,social,9.636616666666667,Chrome,Windows,1920,1080,social-learning,205.185.222.226,english,Average,Yes,52,Female,Some College,,final_toy_choice,cube-spinner.png,na,na,na,NA,14841,9,like the shape of it
9,learning,3WQQ9FUS6AUZ8WI0MLHGDNAS2OS8BY,presentation,social,2.7863333333333333,Chrome,Windows,1920,1080,social-presentation,2604:2000:28cc:f500:1432:1d70:d997:7a94,English,Better than average,Yes,23,Male,Graduated High School,"No, but thank you",activation,cyl-lever.png,right-lever,1,left-lever,FALSE,3805,1,NA
9,learning,3WQQ9FUS6AUZ8WI0MLHGDNAS2OS8BY,presentation,social,2.7863333333333333,Chrome,Windows,1920,1080,social-presentation,2604:2000:28cc:f500:1432:1d70:d997:7a94,English,Better than average,Yes,23,Male,Graduated High School,"No, but thank you",activation,cyl-lever.png,right-lever,2,right-lever,TRUE,5869,2,NA
9,learning,3WQQ9FUS6AUZ8WI0MLHGDNAS2OS8BY,presentation,social,2.7863333333333333,Chrome,Windows,1920,1080,social-presentation,2604:2000:28cc:f500:1432:1d70:d997:7a94,English,Better than average,Yes,23,Male,Graduated High School,"No, but thank you",activation,cyl-lever.png,right-lever,3,right-lever,TRUE,3475,3,NA
9,learning,3WQQ9FUS6AUZ8WI0MLHGDNAS2OS8BY,presentation,social,2.7863333333333333,Chrome,Windows,1920,1080,social-presentation,2604:2000:28cc:f500:1432:1d70:d997:7a94,English,Better than average,Yes,23,Male,Graduated High School,"No, but thank you",presentation,cube-spinner.png,right-spinner,1,left-spinner,FALSE,3251,4,NA
9,learning,3WQQ9FUS6AUZ8WI0MLHGDNAS2OS8BY,presentation,social,2.7863333333333333,Chrome,Windows,1920,1080,social-presentation,2604:2000:28cc:f500:1432:1d70:d997:7a94,English,Better than average,Yes,23,Male,Graduated High School,"No, but thank you",presentation,cube-spinner.png,right-spinner,2,right-spinner,TRUE,1674,5,NA
9,learning,3WQQ9FUS6AUZ8WI0MLHGDNAS2OS8BY,presentation,social,2.7863333333333333,Chrome,Windows,1920,1080,social-presentation,2604:2000:28cc:f500:1432:1d70:d997:7a94,English,Better than average,Yes,23,Male,Graduated High School,"No, but thank you",presentation,cube-spinner.png,right-spinner,3,right-spinner,TRUE,2831,6,NA
9,learning,3WQQ9FUS6AUZ8WI0MLHGDNAS2OS8BY,presentation,social,2.7863333333333333,Chrome,Windows,1920,1080,social-presentation,2604:2000:28cc:f500:1432:1d70:d997:7a94,English,Better than average,Yes,23,Male,Graduated High School,"No, but thank you",final_toy_choice,tri-button.png,na,na,na,NA,33443,7,because i know to choose the right button to play music
