id,final_toy_type,assignment_id,goal_condition,social_condition,complete_time_min,browser,os,screen_w,screen_h,condition,ip,language,enjoyment,asses,age,gender,education,comments,trial_type,toy,toy_type,train_attempt_num,action,success,rt,trial_num,why_toy,value
25,learning,3FDJT1UU748HEH3SU0N606JRNKBK5N,learning,no_social,1.96015,Chrome,Windows,1920,1080,no_social-learning,97.103.236.162,English,Average,Yes,20,Male,Graduated High School,,presentation,tri-button.png,right-button,3,right-button,TRUE,3599,6,NA,NA
25,learning,3FDJT1UU748HEH3SU0N606JRNKBK5N,learning,no_social,1.96015,Chrome,Windows,1920,1080,no_social-learning,97.103.236.162,English,Average,Yes,20,Male,Graduated High School,,final_toy_choice,cyl-lever.png,na,na,na,NA,22835,7,i have not played with it,NA
26,presentation,3FPRZHYEPY7SGDA0FLDKNIWOPOCV3J,activation,no_social,2.31325,Chrome,Windows,2560,1440,no_social-activation,NA,english,Average,Yes,24,Female,Some College,,activation,tri-button.png,right-button,1,left-button,FALSE,3624,1,NA,NA
26,presentation,3FPRZHYEPY7SGDA0FLDKNIWOPOCV3J,activation,no_social,2.31325,Chrome,Windows,2560,1440,no_social-activation,NA,english,Average,Yes,24,Female,Some College,,activation,tri-button.png,right-button,2,right-button,TRUE,5451,2,NA,NA
26,presentation,3FPRZHYEPY7SGDA0FLDKNIWOPOCV3J,activation,no_social,2.31325,Chrome,Windows,2560,1440,no_social-activation,NA,english,Average,Yes,24,Female,Some College,,activation,tri-button.png,right-button,3,right-button,TRUE,4860,3,NA,NA
26,presentation,3FPRZHYEPY7SGDA0FLDKNIWOPOCV3J,activation,no_social,2.31325,Chrome,Windows,2560,1440,no_social-activation,NA,english,Average,Yes,24,Female,Some College,,presentation,cyl-lever.png,left-lever,1,right-lever,FALSE,3899,4,NA,NA
26,presentation,3FPRZHYEPY7SGDA0FLDKNIWOPOCV3J,activation,no_social,2.31325,Chrome,Windows,2560,1440,no_social-activation,NA,english,Average,Yes,24,Female,Some College,,presentation,cyl-lever.png,left-lever,2,left-lever,TRUE,2368,5,NA,NA
26,presentation,3FPRZHYEPY7SGDA0FLDKNIWOPOCV3J,activation,no_social,2.31325,Chrome,Windows,2560,1440,no_social-activation,NA,english,Average,Yes,24,Female,Some College,,presentation,cyl-lever.png,left-lever,3,left-lever,TRUE,3078,6,NA,NA
26,presentation,3FPRZHYEPY7SGDA0FLDKNIWOPOCV3J,activation,no_social,2.31325,Chrome,Windows,2560,1440,no_social-activation,NA,english,Average,Yes,24,Female,Some College,,final_toy_choice,cyl-lever.png,na,na,na,NA,30198,7,i know which side makes music,NA
27,activation,3FTF2T8WLRIRA4ZLM4JQ0XIOWPP9WP,learning,no_social,2.3478833333333333,Chrome,Windows,1440,900,no_social-learning,104.235.96.202,English,Better than average,Yes,31,Male,Some College,none,activation,cyl-lever.png,right-lever,1,left-lever,FALSE,4047,1,NA,NA
27,activation,3FTF2T8WLRIRA4ZLM4JQ0XIOWPP9WP,learning,no_social,2.3478833333333333,Chrome,Windows,1440,900,no_social-learning,104.235.96.202,English,Better than average,Yes,31,Male,Some College,none,activation,cyl-lever.png,right-lever,2,right-lever,TRUE,1975,2,NA,NA
27,activation,3FTF2T8WLRIRA4ZLM4JQ0XIOWPP9WP,learning,no_social,2.3478833333333333,Chrome,Windows,1440,900,no_social-learning,104.235.96.202,English,Better than average,Yes,31,Male,Some College,none,activation,cyl-lever.png,right-lever,3,right-lever,TRUE,3648,3,NA,NA
27,activation,3FTF2T8WLRIRA4ZLM4JQ0XIOWPP9WP,learning,no_social,2.3478833333333333,Chrome,Windows,1440,900,no_social-learning,104.235.96.202,English,Better than average,Yes,31,Male,Some College,none,presentation,tri-button.png,right-button,1,left-button,FALSE,1913,4,NA,NA
27,activation,3FTF2T8WLRIRA4ZLM4JQ0XIOWPP9WP,learning,no_social,2.3478833333333333,Chrome,Windows,1440,900,no_social-learning,104.235.96.202,English,Better than average,Yes,31,Male,Some College,none,presentation,tri-button.png,right-button,2,right-button,TRUE,2386,5,NA,NA
27,activation,3FTF2T8WLRIRA4ZLM4JQ0XIOWPP9WP,learning,no_social,2.3478833333333333,Chrome,Windows,1440,900,no_social-learning,104.235.96.202,English,Better than average,Yes,31,Male,Some College,none,presentation,tri-button.png,right-button,3,right-button,TRUE,2037,6,NA,NA
27,activation,3FTF2T8WLRIRA4ZLM4JQ0XIOWPP9WP,learning,no_social,2.3478833333333333,Chrome,Windows,1440,900,no_social-learning,104.235.96.202,English,Better than average,Yes,31,Male,Some College,none,final_toy_choice,cyl-lever.png,na,na,na,NA,23480,7,i already know which side plays music.,NA
28,learning,3HL8HNGX451PZIDQWF9QW9WO1MZF9X,presentation,social,1.9596166666666666,Chrome,Mac,1280,800,social-presentation,71.46.81.193,English,Better than average,Yes,33,Female,Some College,thank you!,activation,cyl-lever.png,right-lever,1,left-lever,FALSE,4988,1,NA,NA
28,learning,3HL8HNGX451PZIDQWF9QW9WO1MZF9X,presentation,social,1.9596166666666666,Chrome,Mac,1280,800,social-presentation,71.46.81.193,English,Better than average,Yes,33,Female,Some College,thank you!,activation,cyl-lever.png,right-lever,2,right-lever,TRUE,4613,2,NA,NA
28,learning,3HL8HNGX451PZIDQWF9QW9WO1MZF9X,presentation,social,1.9596166666666666,Chrome,Mac,1280,800,social-presentation,71.46.81.193,English,Better than average,Yes,33,Female,Some College,thank you!,activation,cyl-lever.png,right-lever,3,right-lever,TRUE,5353,3,NA,NA
28,learning,3HL8HNGX451PZIDQWF9QW9WO1MZF9X,presentation,social,1.9596166666666666,Chrome,Mac,1280,800,social-presentation,71.46.81.193,English,Better than average,Yes,33,Female,Some College,thank you!,presentation,tri-button.png,right-button,1,left-button,FALSE,1837,4,NA,NA
28,learning,3HL8HNGX451PZIDQWF9QW9WO1MZF9X,presentation,social,1.9596166666666666,Chrome,Mac,1280,800,social-presentation,71.46.81.193,English,Better than average,Yes,33,Female,Some College,thank you!,presentation,tri-button.png,right-button,2,right-button,TRUE,1524,5,NA,NA
28,learning,3HL8HNGX451PZIDQWF9QW9WO1MZF9X,presentation,social,1.9596166666666666,Chrome,Mac,1280,800,social-presentation,71.46.81.193,English,Better than average,Yes,33,Female,Some College,thank you!,presentation,tri-button.png,right-button,3,right-button,TRUE,1703,6,NA,NA
28,learning,3HL8HNGX451PZIDQWF9QW9WO1MZF9X,presentation,social,1.9596166666666666,Chrome,Mac,1280,800,social-presentation,71.46.81.193,English,Better than average,Yes,33,Female,Some College,thank you!,final_toy_choice,cube-spinner.png,na,na,na,NA,12825,7,interesting looking.,NA
29,presentation,3I33IC7ZWF2J37BJ0Q8J8LDJYYQA2X,presentation,social,1.6423166666666666,Chrome,Windows,1920,1080,social-presentation,173.218.64.86,english,Average,Yes,28,Female,Some High School,,activation,cube-spinner.png,left-spinner,1,right-spinner,FALSE,4226,1,NA,NA
29,presentation,3I33IC7ZWF2J37BJ0Q8J8LDJYYQA2X,presentation,social,1.6423166666666666,Chrome,Windows,1920,1080,social-presentation,173.218.64.86,english,Average,Yes,28,Female,Some High School,,activation,cube-spinner.png,left-spinner,2,left-spinner,TRUE,2340,2,NA,NA
29,presentation,3I33IC7ZWF2J37BJ0Q8J8LDJYYQA2X,presentation,social,1.6423166666666666,Chrome,Windows,1920,1080,social-presentation,173.218.64.86,english,Average,Yes,28,Female,Some High School,,activation,cube-spinner.png,left-spinner,3,left-spinner,TRUE,2736,3,NA,NA
29,presentation,3I33IC7ZWF2J37BJ0Q8J8LDJYYQA2X,presentation,social,1.6423166666666666,Chrome,Windows,1920,1080,social-presentation,173.218.64.86,english,Average,Yes,28,Female,Some High School,,presentation,cyl-lever.png,right-lever,1,left-lever,FALSE,1254,4,NA,NA
29,presentation,3I33IC7ZWF2J37BJ0Q8J8LDJYYQA2X,presentation,social,1.6423166666666666,Chrome,Windows,1920,1080,social-presentation,173.218.64.86,english,Average,Yes,28,Female,Some High School,,presentation,cyl-lever.png,right-lever,2,right-lever,TRUE,2085,5,NA,NA
29,presentation,3I33IC7ZWF2J37BJ0Q8J8LDJYYQA2X,presentation,social,1.6423166666666666,Chrome,Windows,1920,1080,social-presentation,173.218.64.86,english,Average,Yes,28,Female,Some High School,,presentation,cyl-lever.png,right-lever,3,right-lever,TRUE,1392,6,NA,NA
29,presentation,3I33IC7ZWF2J37BJ0Q8J8LDJYYQA2X,presentation,social,1.6423166666666666,Chrome,Windows,1920,1080,social-presentation,173.218.64.86,english,Average,Yes,28,Female,Some High School,,final_toy_choice,cyl-lever.png,na,na,na,NA,16238,7,i knew how it would make noise,NA
30,learning,3JBT3HLQF82GWMKXEGZULRCLIVAZPZ,activation,no_social,1.9556,Chrome,Windows,1366,768,no_social-activation,2600:1700:2690:a0e0:8926:c8b3:cfc1:76ee,english,Better than average,Yes,29,Female,Some College,,activation,cyl-lever.png,right-lever,1,left-lever,FALSE,2974,1,NA,NA
30,learning,3JBT3HLQF82GWMKXEGZULRCLIVAZPZ,activation,no_social,1.9556,Chrome,Windows,1366,768,no_social-activation,2600:1700:2690:a0e0:8926:c8b3:cfc1:76ee,english,Better than average,Yes,29,Female,Some College,,activation,cyl-lever.png,right-lever,2,right-lever,TRUE,3272,2,NA,NA
30,learning,3JBT3HLQF82GWMKXEGZULRCLIVAZPZ,activation,no_social,1.9556,Chrome,Windows,1366,768,no_social-activation,2600:1700:2690:a0e0:8926:c8b3:cfc1:76ee,english,Better than average,Yes,29,Female,Some College,,activation,cyl-lever.png,right-lever,3,right-lever,TRUE,3087,3,NA,NA
30,learning,3JBT3HLQF82GWMKXEGZULRCLIVAZPZ,activation,no_social,1.9556,Chrome,Windows,1366,768,no_social-activation,2600:1700:2690:a0e0:8926:c8b3:cfc1:76ee,english,Better than average,Yes,29,Female,Some College,,presentation,cube-spinner.png,left-spinner,1,right-spinner,FALSE,1759,4,NA,NA
30,learning,3JBT3HLQF82GWMKXEGZULRCLIVAZPZ,activation,no_social,1.9556,Chrome,Windows,1366,768,no_social-activation,2600:1700:2690:a0e0:8926:c8b3:cfc1:76ee,english,Better than average,Yes,29,Female,Some College,,presentation,cube-spinner.png,left-spinner,2,left-spinner,TRUE,1209,5,NA,NA
30,learning,3JBT3HLQF82GWMKXEGZULRCLIVAZPZ,activation,no_social,1.9556,Chrome,Windows,1366,768,no_social-activation,2600:1700:2690:a0e0:8926:c8b3:cfc1:76ee,english,Better than average,Yes,29,Female,Some College,,presentation,cube-spinner.png,left-spinner,3,left-spinner,TRUE,1986,6,NA,NA
30,learning,3JBT3HLQF82GWMKXEGZULRCLIVAZPZ,activation,no_social,1.9556,Chrome,Windows,1366,768,no_social-activation,2600:1700:2690:a0e0:8926:c8b3:cfc1:76ee,english,Better than average,Yes,29,Female,Some College,,final_toy_choice,tri-button.png,na,na,na,NA,21798,7,to challenge if i can guess which side will work,NA
31,learning,3JV9LGBJWTEYK5DR9OYQBKRPX0MGOC,learning,no_social,2.3962833333333333,Firefox,Windows,1536,864,no_social-learning,104.236.55.136,English ,Average,Yes,32,Male,Graduated College,none ,activation,cyl-lever.png,left-lever,1,right-lever,FALSE,4751,1,NA,NA
31,learning,3JV9LGBJWTEYK5DR9OYQBKRPX0MGOC,learning,no_social,2.3962833333333333,Firefox,Windows,1536,864,no_social-learning,104.236.55.136,English ,Average,Yes,32,Male,Graduated College,none ,activation,cyl-lever.png,left-lever,2,left-lever,TRUE,46387,2,NA,NA
31,learning,3JV9LGBJWTEYK5DR9OYQBKRPX0MGOC,learning,no_social,2.3962833333333333,Firefox,Windows,1536,864,no_social-learning,104.236.55.136,English ,Average,Yes,32,Male,Graduated College,none ,activation,cyl-lever.png,left-lever,3,left-lever,TRUE,2416,3,NA,NA
31,learning,3JV9LGBJWTEYK5DR9OYQBKRPX0MGOC,learning,no_social,2.3962833333333333,Firefox,Windows,1536,864,no_social-learning,104.236.55.136,English ,Average,Yes,32,Male,Graduated College,none ,presentation,cube-spinner.png,right-spinner,1,left-spinner,FALSE,1574,4,NA,NA
31,learning,3JV9LGBJWTEYK5DR9OYQBKRPX0MGOC,learning,no_social,2.3962833333333333,Firefox,Windows,1536,864,no_social-learning,104.236.55.136,English ,Average,Yes,32,Male,Graduated College,none ,presentation,cube-spinner.png,right-spinner,2,right-spinner,TRUE,1092,5,NA,NA
31,learning,3JV9LGBJWTEYK5DR9OYQBKRPX0MGOC,learning,no_social,2.3962833333333333,Firefox,Windows,1536,864,no_social-learning,104.236.55.136,English ,Average,Yes,32,Male,Graduated College,none ,presentation,cube-spinner.png,right-spinner,3,right-spinner,TRUE,1863,6,NA,NA
31,learning,3JV9LGBJWTEYK5DR9OYQBKRPX0MGOC,learning,no_social,2.3962833333333333,Firefox,Windows,1536,864,no_social-learning,104.236.55.136,English ,Average,Yes,32,Male,Graduated College,none ,final_toy_choice,tri-button.png,na,na,na,NA,11499,7,it looks interesting ,NA
32,learning,3K3R2QNK8B3EI0AGR44PI9XRB9E9UQ,learning,no_social,10.5219,Chrome,Windows,1920,1080,no_social-learning,NA,English,Better than average,Yes,44,Male,Graduated College,Thanks,activation,tri-button.png,left-button,1,right-button,FALSE,208319,1,NA,NA
32,learning,3K3R2QNK8B3EI0AGR44PI9XRB9E9UQ,learning,no_social,10.5219,Chrome,Windows,1920,1080,no_social-learning,NA,English,Better than average,Yes,44,Male,Graduated College,Thanks,activation,tri-button.png,left-button,2,left-button,TRUE,2424,2,NA,NA
32,learning,3K3R2QNK8B3EI0AGR44PI9XRB9E9UQ,learning,no_social,10.5219,Chrome,Windows,1920,1080,no_social-learning,NA,English,Better than average,Yes,44,Male,Graduated College,Thanks,activation,tri-button.png,left-button,3,left-button,TRUE,5113,3,NA,NA
32,learning,3K3R2QNK8B3EI0AGR44PI9XRB9E9UQ,learning,no_social,10.5219,Chrome,Windows,1920,1080,no_social-learning,NA,English,Better than average,Yes,44,Male,Graduated College,Thanks,presentation,cube-spinner.png,right-spinner,1,left-spinner,FALSE,2234,4,NA,NA
32,learning,3K3R2QNK8B3EI0AGR44PI9XRB9E9UQ,learning,no_social,10.5219,Chrome,Windows,1920,1080,no_social-learning,NA,English,Better than average,Yes,44,Male,Graduated College,Thanks,presentation,cube-spinner.png,right-spinner,2,right-spinner,TRUE,24304,5,NA,NA
32,learning,3K3R2QNK8B3EI0AGR44PI9XRB9E9UQ,learning,no_social,10.5219,Chrome,Windows,1920,1080,no_social-learning,NA,English,Better than average,Yes,44,Male,Graduated College,Thanks,presentation,cube-spinner.png,right-spinner,3,right-spinner,TRUE,2558,6,NA,NA
32,learning,3K3R2QNK8B3EI0AGR44PI9XRB9E9UQ,learning,no_social,10.5219,Chrome,Windows,1920,1080,no_social-learning,NA,English,Better than average,Yes,44,Male,Graduated College,Thanks,final_toy_choice,cyl-lever.png,na,na,na,NA,21577,7,"it was the one i hadn't tried yet
",NA
33,learning,3L6L49WXW0XW0FEP980QTPUVQ07457,learning,no_social,2.22535,Chrome,Windows,1920,1080,no_social-learning,24.171.75.95,English,Better than average,Yes,33,Female,Hold a higher degree,,activation,cyl-lever.png,right-lever,1,left-lever,FALSE,3692,1,NA,NA
33,learning,3L6L49WXW0XW0FEP980QTPUVQ07457,learning,no_social,2.22535,Chrome,Windows,1920,1080,no_social-learning,24.171.75.95,English,Better than average,Yes,33,Female,Hold a higher degree,,activation,cyl-lever.png,right-lever,2,right-lever,TRUE,2886,2,NA,NA
33,learning,3L6L49WXW0XW0FEP980QTPUVQ07457,learning,no_social,2.22535,Chrome,Windows,1920,1080,no_social-learning,24.171.75.95,English,Better than average,Yes,33,Female,Hold a higher degree,,activation,cyl-lever.png,right-lever,3,right-lever,TRUE,2227,3,NA,NA
33,learning,3L6L49WXW0XW0FEP980QTPUVQ07457,learning,no_social,2.22535,Chrome,Windows,1920,1080,no_social-learning,24.171.75.95,English,Better than average,Yes,33,Female,Hold a higher degree,,presentation,cube-spinner.png,right-spinner,1,left-spinner,FALSE,3168,4,NA,NA
33,learning,3L6L49WXW0XW0FEP980QTPUVQ07457,learning,no_social,2.22535,Chrome,Windows,1920,1080,no_social-learning,24.171.75.95,English,Better than average,Yes,33,Female,Hold a higher degree,,presentation,cube-spinner.png,right-spinner,2,right-spinner,TRUE,1601,5,NA,NA
33,learning,3L6L49WXW0XW0FEP980QTPUVQ07457,learning,no_social,2.22535,Chrome,Windows,1920,1080,no_social-learning,24.171.75.95,English,Better than average,Yes,33,Female,Hold a higher degree,,presentation,cube-spinner.png,right-spinner,3,right-spinner,TRUE,1670,6,NA,NA
33,learning,3L6L49WXW0XW0FEP980QTPUVQ07457,learning,no_social,2.22535,Chrome,Windows,1920,1080,no_social-learning,24.171.75.95,English,Better than average,Yes,33,Female,Hold a higher degree,,final_toy_choice,tri-button.png,na,na,na,NA,26816,7,i haven't played with it yet,NA
34,learning,3L70J4KAZGM66H9ZXFS0444NVR3DA1,learning,no_social,4.1591,Firefox,Windows,1366,768,no_social-learning,2604:2000:2109:fc00:fd6b:5263:402f:351e,English,Better than average,Yes,71,Female,Some College,Seems like it was over so quickly!,activation,cyl-lever.png,left-lever,1,right-lever,FALSE,5878,1,NA,NA
34,learning,3L70J4KAZGM66H9ZXFS0444NVR3DA1,learning,no_social,4.1591,Firefox,Windows,1366,768,no_social-learning,2604:2000:2109:fc00:fd6b:5263:402f:351e,English,Better than average,Yes,71,Female,Some College,Seems like it was over so quickly!,activation,cyl-lever.png,left-lever,2,left-lever,TRUE,4238,2,NA,NA
34,learning,3L70J4KAZGM66H9ZXFS0444NVR3DA1,learning,no_social,4.1591,Firefox,Windows,1366,768,no_social-learning,2604:2000:2109:fc00:fd6b:5263:402f:351e,English,Better than average,Yes,71,Female,Some College,Seems like it was over so quickly!,activation,cyl-lever.png,left-lever,3,left-lever,TRUE,5830,3,NA,NA
34,learning,3L70J4KAZGM66H9ZXFS0444NVR3DA1,learning,no_social,4.1591,Firefox,Windows,1366,768,no_social-learning,2604:2000:2109:fc00:fd6b:5263:402f:351e,English,Better than average,Yes,71,Female,Some College,Seems like it was over so quickly!,presentation,tri-button.png,left-button,1,right-button,FALSE,5183,4,NA,NA
34,learning,3L70J4KAZGM66H9ZXFS0444NVR3DA1,learning,no_social,4.1591,Firefox,Windows,1366,768,no_social-learning,2604:2000:2109:fc00:fd6b:5263:402f:351e,English,Better than average,Yes,71,Female,Some College,Seems like it was over so quickly!,presentation,tri-button.png,left-button,2,left-button,TRUE,3427,5,NA,NA
34,learning,3L70J4KAZGM66H9ZXFS0444NVR3DA1,learning,no_social,4.1591,Firefox,Windows,1366,768,no_social-learning,2604:2000:2109:fc00:fd6b:5263:402f:351e,English,Better than average,Yes,71,Female,Some College,Seems like it was over so quickly!,presentation,tri-button.png,left-button,3,left-button,TRUE,5425,6,NA,NA
34,learning,3L70J4KAZGM66H9ZXFS0444NVR3DA1,learning,no_social,4.1591,Firefox,Windows,1366,768,no_social-learning,2604:2000:2109:fc00:fd6b:5263:402f:351e,English,Better than average,Yes,71,Female,Some College,Seems like it was over so quickly!,final_toy_choice,cube-spinner.png,na,na,na,NA,32989,7,it's the last one?  ,NA
35,activation,3LEIZ60CDJZV4Z4QXR3XZ1C6DRT9ZF,activation,no_social,2.36005,Chrome,Windows,1366,768,no_social-activation,99.141.210.184,American English,Average,Yes,36,Male,Graduated High School,No.,activation,cyl-lever.png,right-lever,1,left-lever,FALSE,5421,1,NA,NA
35,activation,3LEIZ60CDJZV4Z4QXR3XZ1C6DRT9ZF,activation,no_social,2.36005,Chrome,Windows,1366,768,no_social-activation,99.141.210.184,American English,Average,Yes,36,Male,Graduated High School,No.,activation,cyl-lever.png,right-lever,2,right-lever,TRUE,2491,2,NA,NA
35,activation,3LEIZ60CDJZV4Z4QXR3XZ1C6DRT9ZF,activation,no_social,2.36005,Chrome,Windows,1366,768,no_social-activation,99.141.210.184,American English,Average,Yes,36,Male,Graduated High School,No.,activation,cyl-lever.png,right-lever,3,right-lever,TRUE,3014,3,NA,NA
35,activation,3LEIZ60CDJZV4Z4QXR3XZ1C6DRT9ZF,activation,no_social,2.36005,Chrome,Windows,1366,768,no_social-activation,99.141.210.184,American English,Average,Yes,36,Male,Graduated High School,No.,presentation,tri-button.png,left-button,1,right-button,FALSE,2467,4,NA,NA
35,activation,3LEIZ60CDJZV4Z4QXR3XZ1C6DRT9ZF,activation,no_social,2.36005,Chrome,Windows,1366,768,no_social-activation,99.141.210.184,American English,Average,Yes,36,Male,Graduated High School,No.,presentation,tri-button.png,left-button,2,left-button,TRUE,1325,5,NA,NA
35,activation,3LEIZ60CDJZV4Z4QXR3XZ1C6DRT9ZF,activation,no_social,2.36005,Chrome,Windows,1366,768,no_social-activation,99.141.210.184,American English,Average,Yes,36,Male,Graduated High School,No.,presentation,tri-button.png,left-button,3,left-button,TRUE,3499,6,NA,NA
35,activation,3LEIZ60CDJZV4Z4QXR3XZ1C6DRT9ZF,activation,no_social,2.36005,Chrome,Windows,1366,768,no_social-activation,99.141.210.184,American English,Average,Yes,36,Male,Graduated High School,No.,final_toy_choice,cyl-lever.png,na,na,na,NA,38932,7,i know that the lever on the right will probably make it play music.,NA
36,activation,3MD9PLUKKIEGT18KY1M2H27QIG9ZN3,learning,no_social,8.944033333333334,Chrome,Windows,1366,768,no_social-learning,108.31.166.247,English,Average,Yes,27,Male,Some College,,activation,tri-button.png,right-button,1,left-button,FALSE,3541,1,NA,NA
36,activation,3MD9PLUKKIEGT18KY1M2H27QIG9ZN3,learning,no_social,8.944033333333334,Chrome,Windows,1366,768,no_social-learning,108.31.166.247,English,Average,Yes,27,Male,Some College,,activation,tri-button.png,right-button,2,right-button,TRUE,2329,2,NA,NA
36,activation,3MD9PLUKKIEGT18KY1M2H27QIG9ZN3,learning,no_social,8.944033333333334,Chrome,Windows,1366,768,no_social-learning,108.31.166.247,English,Average,Yes,27,Male,Some College,,activation,tri-button.png,right-button,3,right-button,TRUE,6560,3,NA,NA
36,activation,3MD9PLUKKIEGT18KY1M2H27QIG9ZN3,learning,no_social,8.944033333333334,Chrome,Windows,1366,768,no_social-learning,108.31.166.247,English,Average,Yes,27,Male,Some College,,presentation,cyl-lever.png,right-lever,1,left-lever,FALSE,2706,4,NA,NA
36,activation,3MD9PLUKKIEGT18KY1M2H27QIG9ZN3,learning,no_social,8.944033333333334,Chrome,Windows,1366,768,no_social-learning,108.31.166.247,English,Average,Yes,27,Male,Some College,,presentation,cyl-lever.png,right-lever,2,right-lever,TRUE,2155,5,NA,NA
36,activation,3MD9PLUKKIEGT18KY1M2H27QIG9ZN3,learning,no_social,8.944033333333334,Chrome,Windows,1366,768,no_social-learning,108.31.166.247,English,Average,Yes,27,Male,Some College,,presentation,cyl-lever.png,right-lever,3,left-lever,FALSE,2235,6,NA,NA
36,activation,3MD9PLUKKIEGT18KY1M2H27QIG9ZN3,learning,no_social,8.944033333333334,Chrome,Windows,1366,768,no_social-learning,108.31.166.247,English,Average,Yes,27,Male,Some College,,presentation,cyl-lever.png,right-lever,4,right-lever,TRUE,1319,7,NA,NA
36,activation,3MD9PLUKKIEGT18KY1M2H27QIG9ZN3,learning,no_social,8.944033333333334,Chrome,Windows,1366,768,no_social-learning,108.31.166.247,English,Average,Yes,27,Male,Some College,,final_toy_choice,tri-button.png,na,na,na,NA,7723,8,looks cool,NA
37,activation,3NAPMVF0ZWF1K5DLTNWZYUBTXS672T,activation,no_social,2.525916666666667,Chrome,Windows,1366,768,no_social-activation,2606:a000:1011:857e:8533:53f0:d475:10fb,English,Better than average,Yes,40,Female,Graduated College,No,activation,cube-spinner.png,right-spinner,1,left-spinner,FALSE,4205,1,NA,NA
37,activation,3NAPMVF0ZWF1K5DLTNWZYUBTXS672T,activation,no_social,2.525916666666667,Chrome,Windows,1366,768,no_social-activation,2606:a000:1011:857e:8533:53f0:d475:10fb,English,Better than average,Yes,40,Female,Graduated College,No,activation,cube-spinner.png,right-spinner,2,right-spinner,TRUE,3581,2,NA,NA
37,activation,3NAPMVF0ZWF1K5DLTNWZYUBTXS672T,activation,no_social,2.525916666666667,Chrome,Windows,1366,768,no_social-activation,2606:a000:1011:857e:8533:53f0:d475:10fb,English,Better than average,Yes,40,Female,Graduated College,No,activation,cube-spinner.png,right-spinner,3,right-spinner,TRUE,4252,3,NA,NA
37,activation,3NAPMVF0ZWF1K5DLTNWZYUBTXS672T,activation,no_social,2.525916666666667,Chrome,Windows,1366,768,no_social-activation,2606:a000:1011:857e:8533:53f0:d475:10fb,English,Better than average,Yes,40,Female,Graduated College,No,presentation,tri-button.png,right-button,1,left-button,FALSE,3201,4,NA,NA
37,activation,3NAPMVF0ZWF1K5DLTNWZYUBTXS672T,activation,no_social,2.525916666666667,Chrome,Windows,1366,768,no_social-activation,2606:a000:1011:857e:8533:53f0:d475:10fb,English,Better than average,Yes,40,Female,Graduated College,No,presentation,tri-button.png,right-button,2,right-button,TRUE,3192,5,NA,NA
37,activation,3NAPMVF0ZWF1K5DLTNWZYUBTXS672T,activation,no_social,2.525916666666667,Chrome,Windows,1366,768,no_social-activation,2606:a000:1011:857e:8533:53f0:d475:10fb,English,Better than average,Yes,40,Female,Graduated College,No,presentation,tri-button.png,right-button,3,right-button,TRUE,3296,6,NA,NA
37,activation,3NAPMVF0ZWF1K5DLTNWZYUBTXS672T,activation,no_social,2.525916666666667,Chrome,Windows,1366,768,no_social-activation,2606:a000:1011:857e:8533:53f0:d475:10fb,English,Better than average,Yes,40,Female,Graduated College,No,final_toy_choice,cube-spinner.png,na,na,na,NA,28026,7,because i tested the right side making it play music.,NA
38,presentation,3NJM2BJS4W63OT9NM2FMATB09DPCPE,presentation,social,3.4902,Chrome,Windows,1366,768,social-presentation,199.114.218.107,English,Average,Yes,22,Female,Graduated College,No,activation,cube-spinner.png,left-spinner,1,right-spinner,FALSE,8538,1,NA,NA
38,presentation,3NJM2BJS4W63OT9NM2FMATB09DPCPE,presentation,social,3.4902,Chrome,Windows,1366,768,social-presentation,199.114.218.107,English,Average,Yes,22,Female,Graduated College,No,activation,cube-spinner.png,left-spinner,2,left-spinner,TRUE,5789,2,NA,NA
38,presentation,3NJM2BJS4W63OT9NM2FMATB09DPCPE,presentation,social,3.4902,Chrome,Windows,1366,768,social-presentation,199.114.218.107,English,Average,Yes,22,Female,Graduated College,No,activation,cube-spinner.png,left-spinner,3,left-spinner,TRUE,5397,3,NA,NA
38,presentation,3NJM2BJS4W63OT9NM2FMATB09DPCPE,presentation,social,3.4902,Chrome,Windows,1366,768,social-presentation,199.114.218.107,English,Average,Yes,22,Female,Graduated College,No,presentation,cyl-lever.png,left-lever,1,right-lever,FALSE,3147,4,NA,NA
38,presentation,3NJM2BJS4W63OT9NM2FMATB09DPCPE,presentation,social,3.4902,Chrome,Windows,1366,768,social-presentation,199.114.218.107,English,Average,Yes,22,Female,Graduated College,No,presentation,cyl-lever.png,left-lever,2,left-lever,TRUE,1841,5,NA,NA
38,presentation,3NJM2BJS4W63OT9NM2FMATB09DPCPE,presentation,social,3.4902,Chrome,Windows,1366,768,social-presentation,199.114.218.107,English,Average,Yes,22,Female,Graduated College,No,presentation,cyl-lever.png,left-lever,3,left-lever,TRUE,2965,6,NA,NA
38,presentation,3NJM2BJS4W63OT9NM2FMATB09DPCPE,presentation,social,3.4902,Chrome,Windows,1366,768,social-presentation,199.114.218.107,English,Average,Yes,22,Female,Graduated College,No,final_toy_choice,cyl-lever.png,na,na,na,NA,39762,7,i can make it play music,NA
39,activation,3NPFYT4IZC4LEERJAFLMUXII94PXGW,activation,no_social,1.83625,Chrome,Windows,1600,900,no_social-activation,68.55.33.108,English,Better than average,Yes,27,Male,Graduated High School,,activation,tri-button.png,left-button,1,right-button,FALSE,3740,1,NA,NA
